,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
12,0.32832913398742675,0.017216946975509954,0.0031243324279785155,0.006248664855957031,0.1,"(50, 50)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 14}",1.0,0.9956331877729255,0.9785407725321881,1.0,0.991304347826087,0.9930962277810442,0.00796150088407145,136,1.0,0.9956427015250537,0.9913232104121463,1.0,0.9870410367170638,0.9948013897308527,0.005041422681500308
13,0.33770999908447263,0.018501952984765414,0.0031247615814208986,0.006249523162841797,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 15}",0.9956709956709955,1.0,0.9913043478260867,1.0,1.0,0.9973928771900518,0.003476453211194267,66,0.99672131147541,1.0,1.0,0.9967284623773177,1.0,0.9986899547705456,0.0016044727695926756
14,0.3718071937561035,0.024736721678063452,0.010262584686279297,0.005707398862086296,0.1,"(50, 50)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 16}",0.9913793103448273,0.9913043478260867,0.9956331877729255,0.9870129870129869,1.0,0.9930651550521501,0.004408162128099402,141,0.99672131147541,0.9956427015250537,0.9967284623773169,0.9945593035908605,0.9989071038251365,0.9965117765587556,0.001441935674216815
15,0.3793250560760498,0.03311510434688971,0.008025169372558594,0.0031049755978860556,0.1,"(50, 50)",17,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 17}",0.9956709956709955,0.9702127659574461,0.9956331877729255,0.9956331877729256,1.0,0.9914273307962154,0.01074246050820805,149,0.990228013029316,0.9692470837751821,0.9989071038251364,0.9956427015250552,1.0,0.9908049804309378,0.011301965610967872
16,0.24814090728759766,0.01145733204051482,0.0071391105651855465,0.006175344847426708,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 2}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17,0.2405864715576172,0.008780332993483358,0.009373760223388672,0.007653643241656472,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 3}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18,0.27474799156188967,0.007698242803624618,0.007549571990966797,0.007005732711714564,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 4}",0.9623430962343084,0.942148760330577,0.9620253164556951,0.9500000000000001,0.9460580912863068,0.9525209947254134,0.008278867672021954,313,0.9539748953974895,0.9540709812108514,0.950103950103945,0.9530761209593375,0.9540709812108608,0.953059385776497,0.0015244466925871663
19,0.2512640953063965,0.0032058037161338975,0.006253671646118164,0.007659154710616603,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 5}",0.9829059829059823,0.9827586206896546,0.9956331877729255,0.9743589743589745,0.966101694915254,0.98035889725048,0.009844821331583584,257,0.9785407725321885,0.9796355841371899,0.976495726495724,0.9817400644468329,0.9838536060279892,0.9800531507279849,0.0025458222724814837
20,0.2575088024139404,0.007784721727726999,0.0,0.0,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 6}",1.0,0.9870129870129865,1.0,0.9913043478260869,0.9913043478260869,0.9939279129049918,0.005203886072992304,127,0.9989047097480832,0.9923995656894672,1.0,0.9913232104121484,0.9913232104121488,0.9947901392523695,0.0038425609298970665
21,0.2900557994842529,0.009022317868540498,0.0031243324279785155,0.006248664855957031,0.1,"(50,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 7}",0.9704641350210961,0.9913043478260867,1.0,0.9743589743589743,0.9956331877729258,0.9863479646790926,0.01177663365850396,209,0.9733191035218782,0.9989071038251364,0.9978165938864626,0.9870410367170643,0.9902491874322867,0.9894666050765657,0.009231283260911261
22,0.26375770568847656,0.005772568130575331,0.006249284744262696,0.0076537795031582576,0.1,"(50,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 8}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23,0.3176619052886963,0.022259781238352806,0.010679864883422851,0.006403735834468863,0.1,"(50,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 9}",1.0,0.9913043478260867,0.9956331877729255,0.9870129870129871,0.9956331877729256,0.9939203042031832,0.004413480643841273,131,0.9923830250272034,0.992399565689467,0.994559303590859,0.9945593035908603,0.9934782608695658,0.9934758917535911,0.0009695775893589895
24,0.2700024127960205,0.008108839635669472,0.001300954818725586,0.002601909637451172,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 10}",0.9913793103448273,0.9956331877729255,0.9956331877729255,0.9579831932773111,0.9956331877729256,0.9872603196279691,0.014719614163192502,193,0.9913043478260871,0.9989071038251364,0.9934782608695641,0.9859762675296676,0.9827956989247332,0.9904923357950377,0.005657146361557906
